station_code,lat,lon,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,Chlorophyll-a (ug/L),F_CHLA_N,Unnamed: 20,Date
apaesnut  ,29.7858,-84.8752,6/8/2004 4:30,1,1,2,1,,0.006,<4>  ,0.014,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,3.8,<4>  ,,6/8/2004
apaesnut  ,29.7858,-84.8752,6/8/2004 7:00,1,1,2,1,,0.003,<4>  ,0.017,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,2.6,<4>  ,,6/8/2004
apaesnut  ,29.7858,-84.8752,6/8/2004 9:30,1,1,2,1,,0.003,<4>  ,0.021,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  ,3.8,<4>  ,,6/8/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 8:14,1,1,1,1,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,13.4,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 8:15,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,10.2,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 8:20,1,1,1,2,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.009,<4>  ,10.9,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 10:45,1,1,2,1,,0.001,<4>  B                   ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.008,<4>  ,9.6,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 13:15,1,1,2,1,,0.001,<4>  B                   ,0.008,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,12.2,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 15:45,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,12.8,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 18:15,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,13.4,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 20:45,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,6.4,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/6/2004 23:15,1,1,2,1,,0.001,<4>  B                   ,0.005,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,7,<4>  ,,7/6/2004
apaesnut  ,29.7858,-84.8752,7/7/2004 1:45,1,1,2,1,,0.001,<4>  B                   ,0.005,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,3.8,<4>  ,,7/7/2004
apaesnut  ,29.7858,-84.8752,7/7/2004 4:15,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  B                   ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,9,<4>  ,,7/7/2004
apaesnut  ,29.7858,-84.8752,7/7/2004 6:45,1,1,2,1,,0.001,<4>  B                   ,0.004,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.01,<4>  ,7.7,<4>  ,,7/7/2004
apaesnut  ,29.7858,-84.8752,7/7/2004 9:15,1,1,2,1,,0.001,<4>  B                   ,0.017,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.012,<4>  ,8.3,<4>  ,,7/7/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 8:25,1,1,1,1,,0.004,<4>  ,0.01,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.018,<4>  ,14.1,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 8:27,1,1,1,2,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.019,<4>  ,15.4,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 8:30,1,1,2,1,,0.001,<4>  B                   ,0.009,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.022,<4>  ,4.5,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 11:00,1,1,2,1,,0.001,<4>  ,0.008,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.013,<4>  ,10.2,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 13:30,1,1,2,1,,0.001,<4>  ,0.007,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.017,<4>  ,5.1,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 16:00,1,1,2,1,,0.001,<4>  B                   ,0.007,<4>  ,0.002,<4>  ,0.011,<4>  C                   ,0.013,<4>  ,12.2,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 18:30,1,1,2,1,,0.001,<4>  ,0.006,<4>  ,0.002,<4>  ,0.011,<4>  C                   ,0.013,<4>  ,22.4,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 21:00,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  ,0.012,<4>  C                   ,0.014,<4>  ,8.3,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/2/2004 23:30,1,1,2,1,,0.001,<4>  B                   ,0.006,<4>  ,0.002,<4>  ,0.015,<4>  C                   ,0.017,<4>  ,5.8,<4>  ,,8/2/2004
apaesnut  ,29.7858,-84.8752,8/3/2004 2:00,1,1,2,1,,0.001,<4>  B                   ,0.005,<4>  ,0.002,<4>  ,0.01,<4>  C                   ,0.012,<4>  ,7.7,<4>  ,,8/3/2004
apaesnut  ,29.7858,-84.8752,8/3/2004 4:30,1,1,2,1,,0.001,<4>  ,0.009,<4>  ,0.002,<4>  ,0.013,<4>  C                   ,0.015,<4>  ,10.9,<4>  ,,8/3/2004
apaesnut  ,29.7858,-84.8752,8/3/2004 7:00,1,1,2,1,,0.001,<4>  ,0.005,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.022,<4>  ,4.5,<4>  ,,8/3/2004
apaesnut  ,29.7858,-84.8752,8/3/2004 9:30,1,1,2,1,,0.001,<4>  ,0.004,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.021,<4>  ,7,<4>  ,,8/3/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 9:15,1,1,2,1,,0.001,<4>  B                   ,0.048,<4>  ,0.014,<4>  ,0.211,<4>  C                   ,0.225,<4>  ,3.2,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 9:20,1,1,1,1,,0.005,<4>  ,0.084,<4>  ,0.01,<4>  ,0.056,<4>  C                   ,0.066,<4>  ,5.8,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 9:22,1,1,1,2,,0.004,<4>  ,0.08,<4>  ,0.011,<4>  ,0.049,<4>  C                   ,0.06,<4>  ,5.8,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 11:45,1,1,2,1,,0.001,<4>  B                   ,0.053,<4>  ,0.013,<4>  ,0.221,<4>  C                   ,0.234,<4>  ,3.8,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 14:15,1,1,2,1,,0.001,<4>  B                   ,0.012,<4>  ,0.01,<4>  ,0.142,<4>  C                   ,0.152,<4>  ,20.5,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 16:45,1,1,2,1,,0.001,<4>  B                   ,0.01,<4>  ,0.006,<4>  ,0.015,<4>  C                   ,0.021,<4>  ,15.4,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 19:15,1,1,2,1,,0.001,<4>  B                   ,0.014,<4>  ,0.007,<4>  ,0.028,<4>  C                   ,0.035,<4>  ,10.2,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/8/2004 21:45,1,1,2,1,,0.001,<4>  B                   ,0.01,<4>  ,0.008,<4>  ,0.031,<4>  C                   ,0.039,<4>  ,11.5,<4>  ,,9/8/2004
apaesnut  ,29.7858,-84.8752,9/9/2004 0:15,1,1,2,1,,0.001,<4>  B                   ,0.013,<4>  ,0.008,<4>  ,0.007,<4>  C                   ,0.015,<4>  ,3.8,<4>  ,,9/9/2004
apaesnut  ,29.7858,-84.8752,9/9/2004 2:45,1,1,2,1,,0.001,<4>  ,0.026,<4>  ,0.011,<4>  ,0.165,<4>  C                   ,0.176,<4>  ,10.7,<4>  ,,9/9/2004
apaesnut  ,29.7858,-84.8752,9/9/2004 5:15,1,1,2,1,,0.001,<4>  B                   ,0.032,<4>  ,0.011,<4>  ,0.209,<4>  C                   ,0.22,<4>  ,2.8,<4>  ,,9/9/2004
apaesnut  ,29.7858,-84.8752,9/9/2004 7:45,1,1,2,1,,0.001,<4>  ,0.028,<4>  ,0.009,<4>  ,0.196,<4>  C                   ,0.205,<4>  ,16,<4>  ,,9/9/2004
apaesnut  ,29.7858,-84.8752,9/9/2004 10:15,1,1,2,1,,0.001,<4>  ,0.026,<4>  ,0.008,<4>  ,0.167,<4>  C                   ,0.175,<4>  ,8.3,<4>  ,,9/9/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 9:10,1,1,1,1,,,<4>  D                   ,0.027,<4>  ,0.004,<4>  ,0.026,<4>  C                   ,0.03,<4>  ,8.3,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 9:12,1,1,1,2,,,<4>  D                   ,0.022,<4>  ,0.004,<4>  ,0.021,<4>  C                   ,0.025,<4>  ,4.5,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 9:15,1,1,2,1,,,<4>  D                   ,0.043,<4>  ,0.006,<4>  ,0.028,<4>  C                   ,0.034,<4>  ,6.4,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 11:45,1,1,2,1,,,<4>  D                   ,0.057,<4>  ,0.006,<4>  ,0.036,<4>  C                   ,0.042,<4>  ,6.4,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 14:15,1,1,2,1,,,<4>  D                   ,0.031,<4>  ,0.006,<4>  ,0.02,<4>  C                   ,0.026,<4>  ,8.3,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 16:45,1,1,2,1,,,<4>  D                   ,0.025,<4>  ,0.004,<4>  ,0.018,<4>  C                   ,0.022,<4>  ,11.5,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 19:15,1,1,2,1,,,<4>  D                   ,0.024,<4>  ,0.003,<4>  ,0.011,<4>  C                   ,0.014,<4>  ,8.3,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/4/2004 21:45,1,1,2,1,,,<4>  D                   ,0.043,<4>  ,0.003,<4>  ,0.03,<4>  C                   ,0.033,<4>  ,4.5,<4>  ,,10/4/2004
apaesnut  ,29.7858,-84.8752,10/5/2004 0:15,1,1,2,1,,,<4>  D                   ,0.033,<4>  ,0.004,<4>  ,0.024,<4>  C                   ,0.028,<4>  ,8.3,<4>  ,,10/5/2004
apaesnut  ,29.7858,-84.8752,10/5/2004 2:45,1,1,2,1,,,<4>  D                   ,0.041,<4>  ,0.003,<4>  ,0.017,<4>  C                   ,0.02,<4>  ,7.7,<4>  ,,10/5/2004
apaesnut  ,29.7858,-84.8752,10/5/2004 5:15,1,1,2,1,,,<4>  D                   ,0.041,<4>  ,0.005,<4>  ,0.025,<4>  C                   ,0.03,<4>  ,5.8,<4>  ,,10/5/2004
apaesnut  ,29.7858,-84.8752,10/5/2004 8:45,1,1,2,1,,,<4>  D                   ,0.048,<4>  ,0.01,<4>  ,0.026,<4>  C                   ,0.036,<4>  ,7.7,<4>  ,,10/5/2004
apaesnut  ,29.7858,-84.8752,10/5/2004 10:15,1,1,2,1,,,<4>  D                   ,0.049,<4>  ,0.011,<4>  ,0.05,<4>  C                   ,0.061,<4>  ,7,<4>  ,,10/5/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 9:37,1,1,1,1,,0.002,<4>  ,0.013,<4>  ,0.014,<4>  ,0.051,<4>  C                   ,0.065,<4>  ,5.1,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 9:40,1,1,1,2,,0.002,<4>  ,0.015,<4>  ,0.02,<4>  ,0.117,<4>  C                   ,0.137,<4>  ,5.8,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 9:45,1,1,2,1,,,<4>  M                   ,,<4>  M                   ,,<4>  M                   ,,<4>  C - M               ,,<4>  M                   ,3.8,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 12:15,1,1,2,1,,0.001,<4>  ,0.014,<4>  ,0.021,<4>  ,0.086,<4>  C                   ,0.107,<4>  ,1.9,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 14:45,1,1,2,1,,0.002,<4>  ,0.012,<4>  ,0.01,<4>  ,0.077,<4>  C                   ,0.087,<4>  ,1.3,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 17:15,1,1,2,1,,0.006,<4>  S                   ,0.012,<4>  S                   ,0.009,<4>  S                   ,0.011,<4>  C - S               ,0.02,<4>  S                   ,1.3,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 19:45,1,1,2,1,,0.003,<4>  ,0.023,<4>  ,0.009,<4>  ,0.047,<4>  C                   ,0.056,<4>  ,1.9,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/8/2004 22:15,1,1,2,1,,0.004,<4>  ,0.015,<4>  ,0.025,<4>  ,0.04,<4>  C                   ,0.065,<4>  ,1.3,<4>  ,,11/8/2004
apaesnut  ,29.7858,-84.8752,11/9/2004 0:45,1,1,2,1,,0.002,<4>  ,0.009,<4>  ,0.018,<4>  ,0.051,<4>  C                   ,0.069,<4>  ,2.6,<4>  ,,11/9/2004
apaesnut  ,29.7858,-84.8752,11/9/2004 3:15,1,1,2,1,,0.002,<4>  ,0.014,<4>  ,0.008,<4>  ,0.056,<4>  C                   ,0.064,<4>  ,3.8,<4>  ,,11/9/2004
apaesnut  ,29.7858,-84.8752,11/9/2004 5:45,1,1,2,1,,0.002,<4>  ,0.015,<4>  ,0.023,<4>  ,0.021,<4>  C                   ,0.044,<4>  ,1.9,<4>  ,,11/9/2004
apaesnut  ,29.7858,-84.8752,11/9/2004 8:15,1,1,2,1,,0.002,<4>  ,0.044,<4>  ,0.018,<4>  ,0.024,<4>  C                   ,0.042,<4>  ,3.8,<4>  ,,11/9/2004
apaesnut  ,29.7858,-84.8752,11/9/2004 10:45,1,1,2,1,,0.002,<4>  ,0.01,<4>  ,0.01,<4>  ,0.04,<4>  C                   ,0.05,<4>  ,13.4,<4>  ,,11/9/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 10:00,1,1,2,1,,0.009,<4>  ,0.02,<4>  ,0.004,<4>  ,0.048,<4>  C                   ,0.052,<4>  ,6.4,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 10:05,1,1,1,1,,0.008,<4>  ,0.02,<4>  ,0.021,<4>  ,0.03,<4>  C                   ,0.051,<4>  ,9,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 10:07,1,1,1,2,,0.006,<4>  ,0.019,<4>  ,0.02,<4>  ,0.032,<4>  C                   ,0.052,<4>  ,12.8,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 12:30,1,1,2,1,,0.004,<4>  ,0.022,<4>  ,0.004,<4>  ,0.049,<4>  C                   ,0.053,<4>  ,10.9,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 15:00,1,1,2,1,,0.002,<4>  ,0.018,<4>  ,0.01,<4>  ,0.043,<4>  C                   ,0.053,<4>  ,11.5,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 17:30,1,1,2,1,,0.002,<4>  ,0.017,<4>  ,0.008,<4>  ,0.024,<4>  C                   ,0.032,<4>  ,9,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 20:00,1,1,2,1,,0.004,<4>  ,0.019,<4>  ,0.005,<4>  ,0.226,<4>  C                   ,0.231,<4>  ,2.6,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,11/30/2004 22:30,1,1,2,1,,0.003,<4>  ,0.02,<4>  ,0.004,<4>  ,0.26,<4>  C                   ,0.264,<4>  ,1.9,<4>  ,,11/30/2004
apaesnut  ,29.7858,-84.8752,12/1/2004 1:00,1,1,2,1,,0.003,<4>  ,0.019,<4>  ,0.004,<4>  ,0.174,<4>  C                   ,0.178,<4>  ,5.8,<4>  ,,12/1/2004
apaesnut  ,29.7858,-84.8752,12/1/2004 3:30,1,1,2,1,,0.003,<4>  ,0.022,<4>  ,0.004,<4>  ,0.24,<4>  C                   ,0.244,<4>  ,2.6,<4>  ,,12/1/2004
apaesnut  ,29.7858,-84.8752,12/1/2004 6:00,1,1,2,1,,0.003,<4>  ,0.02,<4>  ,0.003,<4>  ,0.263,<4>  C                   ,0.266,<4>  ,3.8,<4>  ,,12/1/2004
apaesnut  ,29.7858,-84.8752,12/1/2004 8:30,1,1,2,1,,0.005,<4>  ,0.022,<4>  ,0.003,<4>  ,0.172,<4>  C                   ,0.175,<4>  ,1.3,<4>  ,,12/1/2004
apaesnut  ,29.7858,-84.8752,12/1/2004 11:00,1,1,2,1,,0.004,<4>  ,0.022,<4>  ,0.003,<4>  ,0.173,<4>  C                   ,0.176,<4>  ,7,<4>  ,,12/1/2004
apaesnut  ,29.7858,-84.8752,1/4/2005 10:10,1,1,1,1,,0.028,<4>  ,0.046,<4>  ,0.013,<4>  ,0.068,<4>  C                   ,0.081,<4>  ,1.28,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 10:12,1,1,1,2,,0.023,<4>  ,0.048,<4>  ,0.003,<4>  ,0.069,<4>  C                   ,0.072,<4>  ,1.28,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 10:30,1,1,2,1,,0.018,<4>  ,0.027,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.058,<4>  ,1.28,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 13:00,1,1,2,1,,0.022,<4>  ,0.024,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.087,<4>  ,3.2,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 15:30,1,1,2,1,,0.011,<4>  ,0.028,<4>  ,0.003,<4>  ,0.056,<4>  C                   ,0.059,<4>  ,2.56,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 18:00,1,1,2,1,,0.01,<4>  ,0.03,<4>  ,0.002,<4>  ,0.043,<4>  C                   ,0.045,<4>  ,7.05,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 20:30,1,1,2,1,,0.008,<4>  ,0.032,<4>  ,0.003,<4>  ,0.058,<4>  C                   ,0.061,<4>  ,1.92,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/4/2005 23:00,1,1,2,1,,0.017,<4>  ,0.023,<4>  ,0.003,<4>  ,0.048,<4>  C                   ,0.051,<4>  ,1.28,<4>  ,,1/4/2005
apaesnut  ,29.7858,-84.8752,1/5/2005 1:30,1,1,2,1,,0.023,<4>  ,0.03,<4>  ,0.007,<4>  ,0.069,<4>  C                   ,0.076,<4>  ,0.64,<4>  ,,1/5/2005
apaesnut  ,29.7858,-84.8752,1/5/2005 4:00,1,1,2,1,,0.025,<4>  ,0.032,<4>  ,0.011,<4>  ,0.041,<4>  C                   ,0.052,<4>  ,1.28,<4>  ,,1/5/2005
apaesnut  ,29.7858,-84.8752,1/5/2005 6:30,1,1,2,1,,0.016,<4>  ,0.058,<4>  ,0.011,<4>  ,0.043,<4>  C                   ,0.054,<4>  ,2.56,<4>  ,,1/5/2005
apaesnut  ,29.7858,-84.8752,1/5/2005 9:00,1,1,2,1,,0.008,<4>  ,0.055,<4>  ,0.006,<4>  ,0.067,<4>  C                   ,0.073,<4>  ,0.64,<4>  ,,1/5/2005
apaesnut  ,29.7858,-84.8752,1/5/2005 11:30,1,1,2,1,,0.007,<4>  ,0.061,<4>  ,0.003,<4>  ,0.081,<4>  C                   ,0.084,<4>  ,1.28,<4>  ,,1/5/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 8:00,1,1,2,1,,0.002,<4>  ,0.02,<4>  ,0.008,<4>  ,0.061,<4>  C                   ,0.069,<4>  ,1.28,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 10:25,1,1,1,1,,0.004,<4>  ,0.02,<4>  ,0.013,<4>  ,0.06,<4>  C                   ,0.073,<4>  ,1.92,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 10:27,1,1,1,2,,0.004,<4>  ,0.019,<4>  ,0.014,<4>  S                   ,0.055,<4>  C - S               ,0.069,<4>  ,2.56,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 10:30,1,1,2,1,,0.001,<4>  ,0.019,<4>  ,0.009,<4>  ,0.061,<4>  C                   ,0.07,<4>  ,1.92,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 13:00,1,1,2,1,,0.002,<4>  ,0.024,<4>  ,0.008,<4>  ,0.059,<4>  C                   ,0.067,<4>  ,1.92,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 15:30,1,1,2,1,,0.002,<4>  ,0.026,<4>  ,0.007,<4>  ,0.057,<4>  C                   ,0.064,<4>  ,3.2,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 18:00,1,1,2,1,,0.002,<4>  ,0.029,<4>  ,0.006,<4>  ,0.057,<4>  C                   ,0.063,<4>  ,4.49,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 20:30,1,1,2,1,,0.002,<4>  ,0.036,<4>  ,0.011,<4>  ,0.049,<4>  C                   ,0.06,<4>  ,5.13,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/7/2005 23:00,1,1,2,1,,0.003,<4>  ,0.059,<4>  ,0.016,<4>  ,0.045,<4>  C                   ,0.061,<4>  ,7.05,<4>  ,,2/7/2005
apaesnut  ,29.7858,-84.8752,2/8/2005 1:30,1,1,2,1,,0.003,<4>  ,0.068,<4>  ,0.015,<4>  ,0.045,<4>  C                   ,0.06,<4>  ,5.13,<4>  ,,2/8/2005
apaesnut  ,29.7858,-84.8752,2/8/2005 4:00,1,1,2,1,,0.002,<4>  ,0.042,<4>  ,0.008,<4>  ,0.051,<4>  C                   ,0.059,<4>  ,3.84,<4>  ,,2/8/2005
apaesnut  ,29.7858,-84.8752,2/8/2005 6:30,1,1,2,1,,0.002,<4>  ,0.036,<4>  ,0.004,<4>  ,0.12,<4>  C                   ,0.124,<4>  ,3.2,<4>  ,,2/8/2005
apaesnut  ,29.7858,-84.8752,2/8/2005 9:00,1,1,2,1,,0.001,<4>  ,0.022,<4>  ,0.004,<4>  ,0.104,<4>  C                   ,0.108,<4>  ,3.2,<4>  ,,2/8/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 10:45,1,1,2,1,,0.001,<4>  B                   ,0.009,<4>  ,0.003,<4>  ,0.138,<4>  C                   ,0.141,<4>  ,0.83,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 11:10,1,1,1,1,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  B                   ,,<4>  B - C               ,0.054,<4>  ,0.96,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 11:12,1,1,1,2,,0.001,<4>  ,0.004,<4>  B                   ,0.002,<4>  B                   ,,<4>  B - C               ,0.053,<4>  ,1.02,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 13:15,1,1,2,1,,0.001,<4>  ,0.004,<4>  ,0.002,<4>  ,0.11,<4>  C                   ,0.112,<4>  ,2.56,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 15:45,1,1,2,1,,0.001,<4>  ,0.004,<4>  ,0.004,<4>  ,0.116,<4>  C                   ,0.12,<4>  ,2.44,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 18:15,1,1,2,1,,0.002,<4>  ,0.005,<4>  ,0.004,<4>  ,0.119,<4>  C                   ,0.123,<4>  ,1.67,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 20:45,1,1,2,1,,0.002,<4>  ,0.008,<4>  ,0.008,<4>  ,0.157,<4>  C                   ,0.165,<4>  ,2.44,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/2/2005 23:15,1,1,2,1,,0.002,<4>  ,0.012,<4>  ,0.01,<4>  ,0.175,<4>  C                   ,0.185,<4>  ,2.05,<4>  ,,3/2/2005
apaesnut  ,29.7858,-84.8752,3/3/2005 1:45,1,1,2,1,,0.002,<4>  ,0.012,<4>  ,0.012,<4>  ,0.181,<4>  C                   ,0.193,<4>  ,0.58,<4>  ,,3/3/2005
apaesnut  ,29.7858,-84.8752,3/3/2005 4:15,1,1,2,1,,0.003,<4>  ,0.017,<4>  ,0.016,<4>  ,0.166,<4>  C                   ,0.182,<4>  ,0.5,<4>  B                   ,,3/3/2005
apaesnut  ,29.7858,-84.8752,3/3/2005 6:45,1,1,2,1,,0.002,<4>  ,0.009,<4>  ,0.008,<4>  ,0.186,<4>  C                   ,0.194,<4>  ,0.7,<4>  ,,3/3/2005
apaesnut  ,29.7858,-84.8752,3/3/2005 9:15,1,1,2,1,,0.002,<4>  ,0.004,<4>  ,0.004,<4>  ,0.164,<4>  C                   ,0.168,<4>  ,1.22,<4>  ,,3/3/2005
apaesnut  ,29.7858,-84.8752,4/4/2005 11:00,1,1,2,1,,0.008,<4>  ,0.064,<4>  ,0.02,<4>  ,0.014,<4>  C                   ,0.034,<4>  ,1.28,<4>  ,,4/4/2005
apaesnut  ,29.7858,-84.8752,4/4/2005 11:05,1,1,1,1,,0.008,<4>  ,0.061,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,1.34,<4>  ,,4/4/2005
apaesnut  ,29.7858,-84.8752,4/4/2005 11:07,1,1,1,2,,0.007,<4>  ,0.059,<4>  ,0.002,<4>  B                   ,,<4>  B - C               ,0.007,<4>  B                   ,1.22,<4>  ,,4/4/2005
apaesnut  ,29.7858,-84.8752,4/4/2005 13:30,1,1,2,1,,0.007,<4>  ,0.085,<4>  ,0.018,<4>  ,0.014,<4>  C                   ,0.032,<4>  ,1.02,<4>  ,,4/4/2005
apaesnut  ,29.7858,-84.8752,4/4/2005 16:00,1,1,2,1,,0.006,<4>  ,0.082,<4>  ,0.016,<4>  ,0.016,<4>  C                   ,0.032,<4>  ,1.41,<4>  ,,4/4/2005
